MEMID,HV106
457021003,Primary
457021004,Primary
457021005,"No education, preschool"
457022001,Primary
457022002,Primary
457022003,Secondary
457022004,Secondary
457022005,Primary
457023001,Secondary
457023002,Primary
457023003,Primary
457023004,Primary
457023005,"No education, preschool"
457023006,"No education, preschool"
457024001,Secondary
457024002,Primary
457024003,Secondary
457024004,Primary
457024005,"No education, preschool"
457024006,"No education, preschool"
457025001,Primary
457025002,Primary
457025003,Primary
457025004,Primary
457025005,Primary
457025006,Primary
457025007,"No education, preschool"
457025008,"No education, preschool"
457027001,Primary
457027002,Secondary
457027003,Secondary
457028001,Secondary
457028002,Primary
457028003,Secondary
457028004,Primary
457028005,Primary
457028006,"No education, preschool"
457028007,"No education, preschool"
458001001,Secondary
458001002,Secondary
458001003,Secondary
458001004,"No education, preschool"
458002001,Secondary
458002002,Secondary
458003001,"No education, preschool"
458003002,Primary
458003003,Higher
458003004,Higher
458004001,Secondary
458004002,Primary
458004003,Primary
458004004,Primary
458004005,"No education, preschool"
458004006,"No education, preschool"
458005001,"No education, preschool"
458005002,Primary
458005003,Primary
458006001,"No education, preschool"
458006002,Primary
458006003,Secondary
458006004,"No education, preschool"
458006005,Primary
458006006,Secondary
458007001,Primary
458007002,Primary
458007003,Secondary
458007004,Primary
458007005,Secondary
458007006,"No education, preschool"
458007007,Primary
458007008,"No education, preschool"
458008001,Primary
458008002,Secondary
458008003,Higher
458008004,Secondary
458009001,Secondary
458009002,Secondary
458009003,"No education, preschool"
458009004,Secondary
458009005,"No education, preschool"
458010001,"No education, preschool"
458010002,Primary
458010003,Primary
458010004,Primary
458010005,Primary
458010006,"No education, preschool"
458011001,Secondary
458011002,"No education, preschool"
458011003,"No education, preschool"
458011004,"No education, preschool"
458012001,Secondary
458012002,Primary
458012003,Primary
458013001,Primary
458013002,Secondary
458013003,"No education, preschool"
458014001,Primary
458014002,Secondary
458014003,Secondary
458014004,Primary
458015001,Secondary
458015002,Secondary
458015003,Higher
458015004,Secondary
458017001,Secondary
458017002,Primary
458017003,Secondary
458017004,Primary
458018001,Secondary
458018002,"No education, preschool"
458018003,Primary
458018004,Primary
458018005,"No education, preschool"
458019001,"No education, preschool"
458019002,"No education, preschool"
458020001,Higher
458020002,Higher
458020003,Primary
458020004,"No education, preschool"
458020005,"No education, preschool"
458021001,Secondary
458021002,Primary
458021003,"No education, preschool"
458022001,Primary
458022002,"No education, preschool"
458022003,Secondary
458022004,Secondary
458023001,"No education, preschool"
458024001,Primary
458024002,Primary
458024003,"No education, preschool"
458024004,"No education, preschool"
458024005,Secondary
458024006,Primary
458024007,Primary
458024008,Primary
459001001,Primary
459001002,Primary
459001003,Primary
459001004,Primary
459001005,Primary
459001006,Primary
459002001,Primary
459002002,"No education, preschool"
459002003,Higher
459003001,Secondary
459003002,Primary
459003003,Primary
459003004,"No education, preschool"
459004001,"No education, preschool"
459004002,Primary
459004003,Primary
459005001,Primary
459005002,Primary
459006001,"No education, preschool"
459006002,Primary
459006003,Primary
459006004,"No education, preschool"
459006005,Primary
459006006,"No education, preschool"
459007001,"No education, preschool"
459007002,"No education, preschool"
459008001,Primary
459008002,"No education, preschool"
459008003,Primary
459008004,Primary
459008005,Primary
459008006,"No education, preschool"
459008007,Primary
459009001,Primary
459009002,"No education, preschool"
459010001,Primary
459010002,"No education, preschool"
459010003,Primary
459010004,Secondary
459010005,Secondary
459010006,"No education, preschool"
459010007,"No education, preschool"
459011001,"No education, preschool"
459011002,Primary
459011003,Primary
459012001,Primary
459013001,"No education, preschool"
459013002,Primary
459013003,Primary
459014001,Primary
459014002,Primary
459014003,Primary
459015001,"No education, preschool"
459015002,"No education, preschool"
459015003,Primary
459015004,"No education, preschool"
459015005,Secondary
459015006,Primary
459015007,Primary
459015008,Secondary
459016001,Secondary
459016002,Primary
459016003,Primary
459016004,Primary
459016005,"No education, preschool"
459017001,"No education, preschool"
459017002,Secondary
459018001,"No education, preschool"
459018002,"No education, preschool"
459019001,Secondary
459019002,Secondary
459019003,"No education, preschool"
459019004,"No education, preschool"
459020001,"No education, preschool"
459020002,Secondary
459020003,Secondary
459020004,Secondary
459020005,"No education, preschool"
459021001,"No education, preschool"
459021002,Primary
459022001,Primary
459022002,Primary
459022003,Secondary
459022004,Secondary
459022005,Secondary
459022006,"No education, preschool"
459023001,Primary
459023002,Secondary
459023003,Secondary
459023004,Secondary
459024001,Primary
459024002,Secondary
459024003,Primary
459024004,Primary
459024005,Primary
459024006,"No education, preschool"
459024007,"No education, preschool"
459025001,Secondary
459025002,Secondary
459025003,Secondary
459025004,Secondary
459026001,Secondary
459026002,Primary
459026003,Secondary
459026004,Primary
459026005,"No education, preschool"
459027001,Secondary
459027002,Secondary
459027003,"No education, preschool"
459028001,Primary
459028002,Primary
459028003,Secondary
459028004,"No education, preschool"
459028005,Primary
460001001,Primary
460001002,Higher
460001003,"No education, preschool"
460001004,"No education, preschool"
460001005,Secondary
460002001,Secondary
460002002,Primary
460002003,Primary
460002004,Primary
460002005,"No education, preschool"
460002006,Secondary
460002007,Secondary
460002008,Primary
460003001,Higher
460003002,Secondary
460003003,Primary
460003004,"No education, preschool"
460003005,Secondary
460004001,Secondary
460004002,Primary
460004003,Primary
460005001,Secondary
460005002,Primary
460005003,Secondary
460005004,Secondary
460005005,Primary
460006001,Primary
460006002,Primary
460006003,Secondary
460007001,Primary
460007002,Primary
460007003,Secondary
460007004,Primary
460007005,Primary
460007006,Primary
460008001,Secondary
460008002,Secondary
460008003,"No education, preschool"
460009001,Higher
460009002,Higher
460009003,Primary
460009004,Primary
460009005,Higher
460010001,Secondary
460010002,Primary
460010003,Secondary
460010004,Secondary
460010005,Primary
460010006,Primary
460010007,"No education, preschool"
460010008,"No education, preschool"
460011001,Primary
460011002,Primary
460011003,Secondary
460011004,Higher
460011005,Secondary
460011006,Primary
460011007,"No education, preschool"
460012001,Secondary
460012002,Secondary
460012003,"No education, preschool"
460012004,"No education, preschool"
460012005,Secondary
460012006,Secondary
460013001,Secondary
460013002,Secondary
460013003,Secondary
460013004,Secondary
460014001,Secondary
460014002,Primary
460014003,Secondary
460014004,Secondary
460015001,Primary
460015002,Primary
460015003,Secondary
460016001,Secondary
460016002,Secondary
460016003,Secondary
460016004,Secondary
460016005,"No education, preschool"
460017001,Secondary
460017002,Higher
460017003,Primary
460018001,"No education, preschool"
460018002,"No education, preschool"
460018003,Primary
460018004,Primary
460018005,Primary
460018006,Primary
460018007,"No education, preschool"
460018008,Primary
460018009,Primary
460018010,"No education, preschool"
460018011,"No education, preschool"
460019001,Primary
460019002,Primary
460019003,Primary
460019004,"No education, preschool"
460020001,Secondary
460022001,Secondary
460022002,Primary
460022003,Primary
460022004,"No education, preschool"
460023001,Secondary
460024001,Primary
460024002,Primary
460024003,Higher
460024004,Secondary
461002001,Primary
461002002,"No education, preschool"
461002003,Secondary
461002004,Primary
461002005,Primary
461002006,Secondary
461003001,Primary
461003002,Secondary
461003003,Secondary
461003004,"No education, preschool"
461004001,Secondary
461004002,Primary
461004003,Higher
461004004,Secondary
461004005,"No education, preschool"
461004006,Primary
461004007,Secondary
461004008,Primary
461005001,Secondary
461005002,Secondary
461005003,Primary
461005004,Secondary
461005005,Higher
461005006,Higher
461005007,Secondary
461005008,Secondary
461005009,"No education, preschool"
461005010,"No education, preschool"
461006001,Primary
461006002,"No education, preschool"
461006003,Secondary
461006004,Secondary
461006005,Secondary
461006006,Primary
461006007,"No education, preschool"
461007001,"No education, preschool"
461007002,Primary
461007003,Secondary
461007004,Secondary
461007005,"No education, preschool"
461007006,Primary
461008001,Primary
461008002,"No education, preschool"
461008003,Secondary
461008004,"No education, preschool"
461008005,Secondary
461009001,Primary
461009002,Primary
461009003,Primary
461009004,Primary
461009005,Secondary
461009006,Secondary
461009007,Primary
461010001,Primary
461011001,Secondary
461011002,Primary
461011003,Secondary
461011004,Secondary
461012001,Secondary
461012002,Primary
461012003,Primary
461012004,Secondary
461012005,Higher
461012006,Secondary
461012007,Secondary
461012008,Primary
461012009,Primary
461012010,"No education, preschool"
461013001,Secondary
461013002,Secondary
461013003,Secondary
461013004,Secondary
461014001,Higher
461014002,Secondary
461014003,Secondary
461014004,Secondary
461015001,Secondary
461015002,Primary
461015003,"No education, preschool"
461015004,"No education, preschool"
461015005,Secondary
461017001,Secondary
461017002,Primary
461017003,Secondary
461017004,Secondary
461017005,Secondary
461017006,Primary
461018001,Secondary
461018002,Secondary
461018003,Higher
461018004,Higher
461018005,"No education, preschool"
461018006,Higher
461019001,Primary
461019002,Primary
461019003,Higher
461019004,Higher
461019005,"No education, preschool"
461020001,Primary
461020002,Primary
461020003,Secondary
461020004,Higher
461020005,"No education, preschool"
461020006,Higher
461020007,Primary
461020008,Primary
461021001,Primary
461021002,Primary
461021003,Secondary
461021004,Higher
461021005,Secondary
461021006,Primary
461021007,"No education, preschool"
461021008,Higher
461021009,Higher
461022001,Primary
461022002,Higher
461022003,Secondary
461022004,Secondary
461022005,Primary
461023001,Secondary
461023002,"No education, preschool"
461023003,Higher
461023004,Secondary
461023005,Secondary
461023006,"No education, preschool"
461024001,Secondary
461024002,Higher
461024003,Secondary
461024004,Secondary
461024005,Secondary
461024006,Secondary
462001001,Primary
462001002,Secondary
462001003,Secondary
462001004,Secondary
462001005,Secondary
462001006,Primary
462001007,"No education, preschool"
462001008,"No education, preschool"
462001009,"No education, preschool"
462002001,Primary
462002002,"No education, preschool"
462002003,Primary
462002004,Primary
462003001,Primary
462003002,"No education, preschool"
462003003,Primary
462003004,Primary
462003005,"No education, preschool"
462003006,Primary
462003007,"No education, preschool"
462004001,Primary
462004002,Higher
462004003,Secondary
462004004,"No education, preschool"
462004005,"No education, preschool"
462004006,Secondary
462005001,Primary
462005002,Secondary
462005003,Primary
462005004,Primary
462006001,Primary
462006002,Primary
462007001,"No education, preschool"
462007002,Primary
462007003,Primary
462007004,Primary
462007005,Primary
462008001,"No education, preschool"
462008002,Primary
462008003,Primary
462008004,"No education, preschool"
462009001,Secondary
462009002,"No education, preschool"
462010001,Primary
462010002,Secondary
462010003,Primary
462010004,"No education, preschool"
462010005,"No education, preschool"
462011001,Primary
462011002,"No education, preschool"
462012001,Primary
462012002,Primary
462012003,Secondary
462012004,Higher
462013001,Primary
462013002,"No education, preschool"
462013003,Primary
462013004,Secondary
462014001,"No education, preschool"
462014002,"No education, preschool"
462014003,Primary
462015001,Primary
462015002,Secondary
462015003,Primary
462015004,Secondary
462015005,Higher
462015006,Primary
462015007,Primary
462015008,"No education, preschool"
462015009,Higher
462016001,Primary
462016002,Primary
462016003,Primary
462016004,Primary
462016005,"No education, preschool"
462016006,"No education, preschool"
462017001,Primary
462017002,Primary
462017003,Primary
462017004,Secondary
462017005,Primary
462017006,Secondary
462017007,Primary
462017008,"No education, preschool"
462018001,Primary
462018002,Primary
462018003,Secondary
462018004,Secondary
462018005,Primary
462019001,Primary
462019002,Primary
462019003,Primary
462019004,"No education, preschool"
462020001,Primary
462020002,Secondary
462021001,Secondary
462021002,Secondary
462021003,Secondary
462021004,Primary
462021005,"No education, preschool"
462022001,Primary
462022002,Secondary
462022003,Higher
462022004,Primary
462023001,Primary
462023002,Secondary
462023003,"No education, preschool"
462024001,"No education, preschool"
462024002,Primary
463001001,Secondary
463001002,Secondary
463001003,Primary
463001004,Primary
463001005,Primary
463001006,Secondary
463001007,Primary
463002001,Primary
463002002,Primary
463002003,Primary
463003001,Primary
463003002,Primary
463003003,Primary
463004001,Secondary
463004002,Primary
463004003,Primary
463004004,Primary
463004005,"No education, preschool"
463005001,Primary
463005002,Primary
463005003,Secondary
463005004,Secondary
463005005,Primary
463006001,Primary
463006002,Secondary
463006003,Primary
463007001,Primary
463007002,Primary
463007003,Primary
463007004,Secondary
463007005,Primary
463007006,Secondary
463007007,Secondary
463007008,Primary
463007009,"No education, preschool"
463008001,Primary
463008002,Secondary
463008003,"No education, preschool"
463008004,Secondary
463008005,Secondary
463009001,Primary
463009002,Secondary
463009003,Secondary
463009004,Secondary
463009005,Higher
463009006,Secondary
463009007,Primary
463009008,Primary
463009009,Secondary
463009010,Secondary
463009011,Primary
463010001,Secondary
463010002,Secondary
463010003,Secondary
463010004,Primary
463011001,Primary
463011002,Primary
463011003,Primary
463011004,Primary
463011005,Secondary
463011006,Primary
463011007,Higher
463011008,Secondary
463011009,Secondary
463011010,Primary
463011011,Primary
463011012,Primary
463011013,"No education, preschool"
463011014,"No education, preschool"
463011015,"No education, preschool"
463012001,Higher
463013001,Secondary
463013002,Secondary
463013003,Secondary
463013004,Primary
463013005,Secondary
463013006,Primary
463013007,Secondary
463014001,Primary
463015001,"No education, preschool"
463015002,"No education, preschool"
463015003,Higher
463015004,Higher
463015005,Secondary
463016001,Primary
463016002,"No education, preschool"
463016003,Secondary
463016004,Primary
463017001,Secondary
463017002,"No education, preschool"
463017003,Secondary
463017004,Secondary
463017005,Primary
463018001,Higher
463018002,Secondary
463018003,Higher
463018004,Higher
463018005,Secondary
463019001,Primary
463019002,Primary
463019003,Higher
463019004,Higher
463019005,Primary
463019006,Primary
463019007,"No education, preschool"
463020001,Primary
463020002,Primary
463020003,Primary
463020004,Secondary
463020005,Primary
463021001,Primary
463021002,"No education, preschool"
463021003,Primary
463021004,Primary
463021005,Primary
463021006,Primary
463021007,"No education, preschool"
463023001,Primary
463023002,Secondary
463023003,Secondary
463023004,Secondary
463023005,Primary
463023006,Primary
463023007,"No education, preschool"
463024001,Primary
463024002,Secondary
463024003,Primary
463024004,Primary
463024005,"No education, preschool"
464002001,Secondary
464002002,Secondary
464002003,Secondary
464002004,Secondary
464002005,Secondary
464002006,Secondary
464002007,"No education, preschool"
464002008,Primary
464003001,Higher
464003002,Secondary
464003003,Secondary
464003004,Secondary
464003005,"No education, preschool"
464003006,Secondary
464003007,Secondary
464003008,Primary
464003009,Primary
464003010,Primary
464003011,"No education, preschool"
464003012,"No education, preschool"
464004001,Primary
464004002,Primary
464004003,Secondary
464004004,Higher
464004005,Primary
464004006,Primary
464005001,Secondary
464005002,Secondary
464005003,"No education, preschool"
464005004,"No education, preschool"
464005005,Higher
464005006,Secondary
464006001,Primary
464006002,Primary
464006003,Primary
464006004,Secondary
464006005,Higher
464006006,"No education, preschool"
464007001,Primary
464007002,"No education, preschool"
464007003,"No education, preschool"
464007004,"No education, preschool"
464008001,Primary
464008002,Primary
464008003,"No education, preschool"
464008004,Primary
464009001,Secondary
464009002,Secondary
464009003,Primary
464009004,"No education, preschool"
464010001,Primary
464010002,Primary
464010003,Secondary
464010004,Secondary
464010005,Secondary
464010006,Higher
464010007,Secondary
464010008,"No education, preschool"
464011001,Primary
464012001,Secondary
464012002,Secondary
464012003,Primary
464013001,Primary
464013002,Secondary
464013003,Primary
464013004,Secondary
464013005,Primary
464013006,"No education, preschool"
464014001,Primary
464015001,"No education, preschool"
464015002,Primary
464016001,Primary
464016002,Primary
464016003,Secondary
464016004,Higher
464016005,"No education, preschool"
464017001,Secondary
464017002,Higher
464018001,Secondary
464018002,Secondary
464018003,Secondary
464018004,Secondary
464018005,Secondary
464018006,Primary
464018007,Primary
464019001,"No education, preschool"
464019002,"No education, preschool"
464019003,Primary
464020001,Primary
464020002,Primary
464020003,Secondary
464021001,Primary
464021002,"No education, preschool"
464021003,"No education, preschool"
464021004,Secondary
464022001,Primary
464022002,Secondary
464022003,Primary
464022004,"No education, preschool"
464022005,Primary
464022006,Primary
464023001,Secondary
464023002,Primary
464023003,Higher
464024001,Secondary
464024002,Primary
464024003,Secondary
464024004,Primary
464024005,"No education, preschool"
464024006,Primary
465001001,Secondary
465001002,Primary
465001003,"No education, preschool"
465001004,"No education, preschool"
465001005,"No education, preschool"
465002001,Secondary
465002002,Secondary
465002003,Secondary
465002004,Secondary
465003001,Primary
465003002,Secondary
465003003,Secondary
465005001,Primary
465005002,Secondary
465006001,Secondary
465006002,Secondary
465006003,Secondary
465006004,Primary
465006005,"No education, preschool"
465007001,Secondary
465007002,Secondary
465007003,Secondary
465007004,Secondary
465008001,Secondary
465008002,Primary
465008003,Secondary
465008004,"No education, preschool"
465008005,Secondary
465009001,Secondary
465009002,Secondary
465009003,Higher
465009004,Higher
465009005,Higher
465010001,Higher
465010002,Secondary
465010003,Higher
465010004,Secondary
465010005,Primary
465011001,Secondary
465012001,"No education, preschool"
465013001,Secondary
465013002,Secondary
465013003,Higher
465013004,Secondary
465014001,"No education, preschool"
465016001,Higher
465016002,Secondary
465016003,Secondary
465016004,Primary
465017001,Secondary
465017002,Secondary
465017003,Secondary
465017004,Primary
465018001,"No education, preschool"
465018002,Secondary
465018003,Higher
465018004,Primary
465018005,Secondary
465018006,Secondary
465019001,Primary
465019002,"No education, preschool"
465020001,Secondary
465020002,Secondary
465020003,Secondary
465020004,"No education, preschool"
465021001,Secondary
465021002,Primary
465021003,Secondary
465021004,Secondary
465021005,Secondary
465021006,Secondary
465022001,Secondary
465022002,Primary
465022003,Higher
465022004,Primary
465022005,Secondary
465023001,Primary
465023002,Secondary
465023003,Higher
465023004,Secondary
465023005,Primary
465023006,"No education, preschool"
465023007,Secondary
465024001,Secondary
465024002,Secondary
465024003,Higher
465024004,Primary
466001001,"No education, preschool"
466001002,"No education, preschool"
466003001,Primary
466003002,Secondary
466003003,Primary
466003004,"No education, preschool"
466003005,Primary
466004001,Primary
466004002,Primary
466004003,"No education, preschool"
466004004,Primary
466004005,Primary
466004006,"No education, preschool"
466005001,"No education, preschool"
466005002,Primary
466005003,Primary
466006001,Primary
466006002,"No education, preschool"
466006003,"No education, preschool"
466006004,Secondary
466007001,Primary
466007002,Primary
466007003,Primary
466007004,"No education, preschool"
466008001,Secondary
466008002,Primary
466008003,Primary
466008004,Primary
466008005,Secondary
466008006,Secondary
466008007,Primary
466009001,Primary
466009002,"No education, preschool"
466009003,"No education, preschool"
466009004,"No education, preschool"
466011001,Primary
466011002,Primary
466011003,"No education, preschool"
466011004,"No education, preschool"
466012001,Primary
466012002,"No education, preschool"
466012003,Primary
466013001,Primary
466013002,Primary
466013003,"No education, preschool"
466013004,"No education, preschool"
466014001,Secondary
466014002,Primary
466014003,Primary
466014004,Primary
466014005,"No education, preschool"
466015001,"No education, preschool"
466015002,Primary
466015003,Primary
466015004,Primary
466015005,Primary
466015006,"No education, preschool"
466015007,"No education, preschool"
466016001,"No education, preschool"
466016002,"No education, preschool"
466017001,Secondary
466017002,Primary
466017003,Primary
466017004,Primary
466017005,Primary
466018001,"No education, preschool"
466018002,Primary
466018003,"No education, preschool"
466019001,Primary
466019002,"No education, preschool"
466020001,Primary
466020002,Primary
466020003,Primary
466020004,Primary
466020005,Primary
466022001,"No education, preschool"
466022002,"No education, preschool"
466022003,Primary
466022004,Primary
466023001,"No education, preschool"
466023002,Primary
466023003,"No education, preschool"
466024001,Primary
466024002,"No education, preschool"
466025001,"No education, preschool"
466025002,Primary
466025003,Primary
466025004,"No education, preschool"
466025005,"No education, preschool"
466026001,Primary
466026002,"No education, preschool"
466026003,Primary
466026004,"No education, preschool"
466026005,"No education, preschool"
466026006,Primary
466027001,Primary
466027002,"No education, preschool"
466027003,Primary
466027004,Primary
466028001,Primary
466028002,"No education, preschool"
466028003,Primary
466028004,Secondary
467001001,Primary
467001002,Primary
467001003,Primary
467002001,Primary
467002002,Primary
467002003,Primary
467003001,Secondary
467003002,Secondary
467003003,Secondary
467003004,Secondary
467003005,Secondary
467004001,"No education, preschool"
467004002,Secondary
467004003,Primary
467004004,Primary
467004005,"No education, preschool"
467005001,Primary
467005002,"No education, preschool"
467005003,Primary
467006001,Secondary
467006002,Primary
467006003,Primary
467006004,Primary
467006005,"No education, preschool"
467006006,"No education, preschool"
467006007,"No education, preschool"
467006008,Primary
467007001,Primary
467007002,"No education, preschool"
467007003,"No education, preschool"
467008001,"No education, preschool"
467008002,"No education, preschool"
467008003,Primary
467008004,Primary
467009001,"No education, preschool"
467009002,"No education, preschool"
467009003,Primary
467010001,Secondary
467010002,Secondary
467012001,"No education, preschool"
467012002,"No education, preschool"
467012003,Secondary
467013001,"No education, preschool"
467013002,Primary
467013003,Primary
467013004,Primary
467013005,"No education, preschool"
467013006,"No education, preschool"
467014001,"No education, preschool"
467014002,"No education, preschool"
467014003,Primary
467014004,Primary
467015001,Primary
467015002,"No education, preschool"
467015003,Primary
467015004,"No education, preschool"
467015005,"No education, preschool"
467016001,Primary
467016002,Primary
467016003,Secondary
467016004,Secondary
467016005,Secondary
467017001,"No education, preschool"
467017002,"No education, preschool"
467018001,"No education, preschool"
467018002,"No education, preschool"
467018003,Secondary
467018004,Primary
467018005,Primary
467019001,Primary
467019002,Primary
467019003,Primary
467019004,"No education, preschool"
467021001,Primary
467021002,Primary
467021003,Secondary
467021004,Secondary
467021005,Secondary
467022001,Primary
467022002,Primary
467022003,Secondary
467022004,Primary
467023001,Primary
467023002,Primary
467023003,Primary
467023004,Primary
467023005,Primary
467023006,"No education, preschool"
467023007,"No education, preschool"
467024001,"No education, preschool"
467024002,"No education, preschool"
467024003,"No education, preschool"
467024004,"No education, preschool"
467025001,Primary
467025002,Primary
467025003,"No education, preschool"
467025004,"No education, preschool"
467025005,"No education, preschool"
467026001,Primary
467026002,Primary
467026003,Primary
467026004,Primary
467026005,Primary
467026006,"No education, preschool"
467027001,Secondary
467027002,Primary
467027003,Secondary
467027004,Primary
467027005,Primary
467028001,Secondary
467028002,Secondary
467028003,Secondary
467028004,Secondary
467028005,Primary
468001001,Secondary
468001002,Primary
468001003,Primary
468001004,Primary
468001005,Secondary
468001006,"No education, preschool"
468002001,Primary
468002002,Primary
468002003,"No education, preschool"
468002004,Primary
468003001,Primary
468003002,"No education, preschool"
468003003,Secondary
468004001,Primary
468004002,"No education, preschool"
468004003,Secondary
468004004,Primary
468004005,Primary
468005001,Primary
468005002,"No education, preschool"
468005003,Primary
468005004,Primary
468005005,"No education, preschool"
468006001,Primary
468006002,Primary
468006003,Primary
468006004,"No education, preschool"
468007001,Primary
468007002,Primary
468007003,"No education, preschool"
468008001,Secondary
468008002,"No education, preschool"
468008003,Primary
468008004,"No education, preschool"
468008005,Primary
468008006,Primary
468009001,Secondary
468009002,Primary
468009003,Primary
468009004,"No education, preschool"
468009005,Primary
468010001,Primary
468010002,"No education, preschool"
468010003,"No education, preschool"
468010004,"No education, preschool"
468011001,"No education, preschool"
468012001,Primary
468013001,Primary
468013002,Primary
468013003,Primary
468013004,Secondary
468013005,Primary
468013006,Secondary
468013007,Primary
468013008,"No education, preschool"
468013009,Primary
468013010,Primary
468014001,"No education, preschool"
468014002,Primary
468014003,Primary
468014004,Primary
468014005,Primary
468014006,"No education, preschool"
468014007,Secondary
468015001,Primary
468015002,"No education, preschool"
468016001,Primary
468016002,Secondary
468016003,Primary
468017001,Primary
468017002,Primary
468017003,Primary
468018001,Primary
468018002,Primary
468019001,"No education, preschool"
468019002,"No education, preschool"
468019003,Primary
468019004,Primary
468019005,Primary
468020001,Primary
468020002,"No education, preschool"
468020003,Secondary
468021001,"No education, preschool"
468021002,"No education, preschool"
468021003,Primary
468021004,Primary
468022001,Primary
468022002,Primary
468022003,Primary
468022004,Primary
468023001,Primary
468023002,"No education, preschool"
468024001,"No education, preschool"
468024002,Primary
468024003,Primary
468024004,Primary
468024005,Primary
468024006,Primary
468024007,Primary
468025001,Secondary
468025002,"No education, preschool"
468025003,Primary
468026001,Primary
468026002,Primary
468026003,Primary
468026004,"No education, preschool"
468026005,"No education, preschool"
468027001,"No education, preschool"
468027002,"No education, preschool"
468027003,Primary
468027004,Primary
468028001,Secondary
468028002,Primary
468028003,Primary
468028004,"No education, preschool"
469001001,Primary
469001002,Primary
469001003,Secondary
469002001,Secondary
469002002,Secondary
469002003,Secondary
469003001,Primary
469003002,Primary
469003003,Primary
469003004,Primary
469003005,"No education, preschool"
469003006,"No education, preschool"
469003007,"No education, preschool"
469003008,"No education, preschool"
469004001,Primary
469004002,Primary
469004003,Primary
469005001,Primary
469005002,Secondary
469005003,Secondary
469006001,Primary
469007001,Secondary
469007002,Secondary
469007003,"No education, preschool"
469008001,Higher
469008002,Secondary
469008003,Primary
469008004,Primary
469008005,"No education, preschool"
469008006,"No education, preschool"
469009001,Primary
469009002,"No education, preschool"
469010001,"No education, preschool"
469010002,Primary
469010003,Primary
469010004,Primary
469010005,Primary
469010006,Primary
469010007,"No education, preschool"
469010008,"No education, preschool"
469010009,"No education, preschool"
469011001,"No education, preschool"
469012001,"No education, preschool"
469012002,Primary
469013001,"No education, preschool"
469013002,Primary
469014001,Secondary
469014002,Primary
469014003,"No education, preschool"
469014004,"No education, preschool"
469015001,Secondary
469015002,Primary
469015003,Secondary
469015004,Secondary
469015005,"No education, preschool"
469016001,Primary
469016002,"No education, preschool"
469016003,Higher
469016004,Secondary
469016005,Secondary
469016006,Primary
469016007,Primary
469017001,Primary
469017002,"No education, preschool"
469017003,Secondary
469017004,Primary
469017005,Primary
469018001,Secondary
469019001,Primary
469019002,Primary
469019003,Secondary
469019004,Primary
469019005,Primary
469020001,Primary
469020002,Primary
469020003,Primary
469020004,Secondary
469020005,Secondary
469020006,Primary
469021001,Primary
469021002,Primary
469021003,Secondary
469021004,Higher
469022001,Secondary
469022002,Secondary
469022003,"No education, preschool"
469023001,Primary
469023002,Primary
469023003,Secondary
469023004,Primary
469023005,"No education, preschool"
469023006,"No education, preschool"
469024001,Primary
469024002,"No education, preschool"
469024003,Secondary
469024004,Secondary
469024005,Primary
469024006,Primary
469024007,Secondary
469025001,Secondary
469025002,Primary
469026001,Higher
469026002,Secondary
469026003,"No education, preschool"
469027001,Secondary
469027002,Primary
469027003,Secondary
469027004,Secondary
469027005,Secondary
470001001,Secondary
470001002,Secondary
470001003,Secondary
470001004,Primary
470001005,Secondary
470001006,"No education, preschool"
470001007,Higher
470002001,Secondary
470002002,Secondary
470002003,Primary
470002004,"No education, preschool"
470003001,Higher
470003002,Secondary
470003003,"No education, preschool"
470004001,Primary
470004002,Secondary
470004003,Secondary
470004004,Secondary
470004005,Primary
470004006,"No education, preschool"
470004007,Primary
470005001,Secondary
470005002,Secondary
470005003,Primary
470006001,Primary
470006002,Primary
470006003,Primary
470006004,"No education, preschool"
470007001,Secondary
470007002,Secondary
470007003,Primary
470007004,Primary
470007005,"No education, preschool"
470008001,Secondary
470008002,Secondary
470008003,Secondary
470008004,Primary
470008005,"No education, preschool"
470009001,Secondary
470009002,Primary
470009003,Primary
470010001,Secondary
470010002,"No education, preschool"
470010003,Secondary
470010004,Primary
470011001,Primary
470011002,Primary
470011003,Higher
470012001,Secondary
470012002,Secondary
470012003,Primary
470012004,Primary
470013001,"No education, preschool"
470013002,Secondary
470013003,Secondary
470013004,Higher
470013005,Secondary
470014001,Primary
470014002,Primary
470014003,Higher
470014004,Secondary
470014005,Secondary
470014006,"No education, preschool"
470014007,Primary
470015001,Secondary
470015002,Primary
470015003,Higher
470015004,Higher
470016001,Secondary
470016002,Secondary
470016003,Primary
470017001,Higher
470017002,Higher
470018001,Secondary
470018002,Secondary
470018003,Primary
470018004,Higher
470018005,Secondary
470018006,Primary
470018007,Primary
470019001,Secondary
470019002,Secondary
470019003,"No education, preschool"
470019004,"No education, preschool"
470020001,Primary
470020002,Secondary
470020003,Secondary
470021001,Secondary
470021002,Secondary
470021003,Secondary
470021004,Primary
470021005,"No education, preschool"
470021006,Primary
470021007,Primary
470022001,Higher
470022002,Secondary
470022003,Secondary
470022004,Secondary
470022005,Primary
470023001,Higher
470023002,Higher
470023003,Primary
470024001,Primary
470024002,Primary
470024003,Secondary
470024004,Secondary
470025001,Primary
470025002,Higher
470025003,Higher
470025004,Secondary
470025005,Primary
470025006,Secondary
470025007,Secondary
470026001,Higher
470026002,Secondary
470026003,Secondary
470026004,Secondary
470026005,Secondary
470026006,Primary
470026007,Higher
